title,tag,info,comments,content
爱过你,豆瓣图书标签: 张小娴,张小娴 / 北京联合出版公司 / 2019-4-18 / 46.80,(364人评价),"一生中要遇到多少人，要失望和伤心多少次，要酒醉后跌倒多少回，才会终于遇见那个让我们嘴角含笑、眼睛发亮，把我们捧在手心里疼着的人？
生命中的某一天，有个人突然..."
卖海豚的女孩,豆瓣图书标签: 张小娴,张小娴 / 南海出版公司 / 2001-4 / 15.00元,(5255人评价),相同ISBN的还有张小娴作品《恋爱秘技偷偷报》《纯情游戏爱不离散》《候选叛爱情人》《空白爱情登机证》《收发爱情频道》《寻找绝艳天使》等，均由南海出版公司出版...
面包树出走了,豆瓣图书标签: 张小娴,张小娴 / 南海出版公司 / 2002-2 / 14.00元,(7069人评价),在《面包树上的女人》的故事最后，林方文和程韵又在一起了，可是他们是否能继续过着幸福快乐的日子呢？他们太年轻了，这么年轻就开端的爱情，终要面对许多考验和挫败的...
三个 A Cup 的女人,豆瓣图书标签: 张小娴,张小娴 / 北京十月文艺出版社 / 2008-08 / 25.00元,(7037人评价),爱人是很卑微的，很卑微的，如果对方不爱你的话。爱情本来就是含笑饮毒酒。
我终究是爱你的,豆瓣图书标签: 张小娴,张小娴 / 北京十月文艺出版社 / 2010-1 / 20.00元,(7278人评价),《我终究是爱你的》讲述了，喜喜，一个三餐不继的小舞者，虽然热爱跳舞，却总在每次的选角中落空，无依无靠的她，只能在心里与失踪多年的哥哥对话。一纸遗产继承通知却...
﻿撒野,豆瓣图书标签: 校园,巫哲 / 北京联合出版公司 / 2018-10 / 45.00元,(27988人评价),"我想，左肩有你，右肩微笑。
我想，在你眼里，撒野奔跑，
我想，一个眼神，就到老。
重点学校的优等生蒋丞被寄养家庭“流放”到亲生父亲所在的钢厂，陌生的环境、粗..."
伪装学渣,豆瓣图书标签: 校园,木瓜黄 / 北京时代华文书局 / 2019-6 / 39.80元,(7010人评价),小说讲述了分班后，两位风靡校园的“问题少年”不止分进一个班还成为同桌的故事。他们明明是学霸却要装学渣，浑身都是戏，考试要争倒数第一，表面上天天玩游戏，实际上...
某某,豆瓣图书标签: 校园,木苏里 / 江苏凤凰文艺出版社 / 2020-8 / 49.80元,(1263人评价),"十七岁那年，蝉鸣声响，白马梧桐。
十七岁少年，轻狂奔跑，仲夏荒原。
他们发着光，也流着汗。
他们无坚不摧，也无所不能。
烈日骄阳，并肩穿行。
长风吹过，野草..."
最好的我们,豆瓣图书标签: 校园,八月长安 / 湖南文艺出版社 / 2013-8-5 / 55,(58343人评价),"你总是说青春从不曾永远，而那时候的我们，就是最好的我们。
这一次，我们和整个青春做告别。
八月长安全新力作。
你还记得高中时的同桌吗？那个少年有世界上最明朗..."
你好，旧时光,豆瓣图书标签: 校园,八月长安 / 长江文艺出版社 / 2015-10 / 86,(10513人评价),"八月长安经典之作，六周年珍藏版。赠旧时光手绘卡六张。
2015年全新修订，透明PVC盒装全三册。
完美的青春共鸣文本，写给所有人的记忆之书。
彼得潘终于走完..."
白日梦我,豆瓣图书标签: 校园,栖见 / 百花洲文艺出版社 / 2019-7 / 69.80元,(2951人评价),"荒凉白日里，我被禁锢在陈朽的黑白梦境中，
这里乌云蔽日、寸草不生，万物都荒芜。
直到你从荒原中走过。
你踏过之处，世界开始苏醒，
我看见野花压满枝头沿途狂野..."
伪装学渣2,豆瓣图书标签: 校园,木瓜黄 / 北京时代华文书局 / 2019-9 / 39.80元,(2333人评价),"新锐作家木瓜黄暖心校园力作，讲述贺朝和谢俞两个学霸伪装学渣共同竞争的故事。
爆笑＋感动＋成长＋轻狂=我们共同的青春岁月

本书是一部青春校园小说。小说讲述了..."
偏偏宠爱,豆瓣图书标签: 校园,藤萝为枝 / 青岛出版社 / 2020-4 / 59.8,(853人评价),"孟听的身边有一位名为江忍的骑士。
这个骑士不温柔、不绅士、不优雅，
但却永远在她*需要的时候陪伴在她身边，
为她披荆斩棘，为她拼尽全力，为她不顾一切。
这个..."
微微一笑很倾城,豆瓣图书标签: 校园,顾漫 / 江苏文艺出版社 / 2009-8 / 25.00,(96234人评价),"如果你“惨”遭抛弃后，忽然有个很强很拽很不可一世的男人向你求婚，你怎么反应？
贝微微同学的反应是：“大神……你被盗号了么＝ ＝”
这个世界也太不真实了吧！
..."
她的小梨窝,豆瓣图书标签: 校园,唧唧的猫 / 百花洲文艺出版社 / 2018-5 / 36.80元,(2171人评价),"人活在记忆里，爱活在爱里
许呦：
那是在盛夏的一天认识你，以为你桀骜不驯,害怕和你同桌。以为你风流成性，害怕对你动心。当我再次遇到你时做不到像朋友一样和你问..."
撒野 3,豆瓣图书标签: 校园,巫哲 / 江苏凤凰文艺出版社 / 2020-5-7 / 49.80元,(751人评价),"我想，左肩有你，右肩微笑。
我想，在你眼里，撒野奔跑，
我想，一个眼神，就到老。
重点学校的优等生蒋丞被寄养家庭“流放”到亲生父亲所在的钢厂，陌生的环境、粗..."
我們的少年時代寫真集,豆瓣图书标签: 校园,芒果娛樂、易烊千璽 / 群言出版社 / 2017-8-1 / 49.8,(974人评价),少年棒，中國強。青春勵志成長校園劇《我們的少年時代》由TFBOYS、薛之謙、李小璐等領餃主演，該劇講述了由一群熱愛棒球的少年，在薛之謙與李小璐飾演的老師的幫...
会有天使替我爱你,豆瓣图书标签: 校园,明晓溪 / 新世界出版社 / 2005-5 / 20.00元,(48707人评价),"《会有天使替我爱你》是一部校园爱情小说，先在网络连载。
小米因为死去男友的心脏移植给了另外一个男孩而转学来到了他所在的学校，这个男孩——尹堂曜同明晓溪所有小..."
等风轻抚你,豆瓣图书标签: 校园,唧唧的猫 / 青岛出版社 / 2020-6 / 59.8,(208人评价),"——见过你的眼睛，我再也没看过星光。
——尝过你的味道，我没打算活着回来。
第一次尝到从刀尖上舔蜜的滋味。
是从那年，许星纯喜欢上付雪梨的那天起。
她弄丢的..."
他的小仙女,豆瓣图书标签: 校园,磨磨 / 百花洲文艺出版社 / 2018-11-1 / 36.80元,(286人评价),"一中学霸陈述，乖戾嚣张，高冷矜贵。人人都说，惹天惹地别惹陈述，他连女生都能吓哭。
对此，安静事不关己。
哪知道有一天，陈述会声音低哑地对她说：“安静，对我笑..."
此间的少年,豆瓣图书标签: 校园,江南 / 华文出版社 / 2004-1 / 25.00元,(47220人评价),《此间的少年》讲述的是让人熟悉的大学生活的故事。小说以宋代嘉佑年为时间背景，地点在以北大为模版的“汴京大学”，登场的人物是乔峰、郭靖、令狐冲等大侠，不过在大...
那小子真帅,豆瓣图书标签: 校园,[韩] 可爱淘 / 黄黉 / 世界知识出版社 / 2004-1 / 18.80元,(22499人评价),韩国网络新生代、偶像作家可爱淘的网络小说《那小子真帅》一经发行，立即在韩国青少年中掀起了万丈波涛，越来越多的人患上了所谓的“那小子综合症”，所有教室无一幸免...
这题超纲了1,豆瓣图书标签: 校园,木瓜黄 / 中国致公出版社 / 2020-9-18 / 42.8,(86人评价),"一声雷，一面墙，一个从天而降的身影。
当学神邵湛与校霸许盛的命运碰撞的那一刻，
他们的生活发生了翻天覆地的变化。
学神打游戏？校霸爱学习？
不不不，当上天选..."
轻狂,豆瓣图书标签: 校园,巫哲 / 印刷工业出版社 / 2019-9-1 / 49.80元,(952人评价),"寇忱这个人，霍然有时候形容不上来，霸气，暴躁，幼稚，浪漫……
而他每次都会被寇忱带着往他的路上一路狂奔。
不知道是寇忱太有吸引力，还是他太不坚定。
总之他长..."
夏至未至,豆瓣图书标签: 校园,郭敬明 / 长江文艺出版社 / 2010-4 / 26.80元,(19807人评价),故事开始于一个虚构的城市浅川，一个深北方长满高大香樟的城市。几个年轻的人开始自己的高中生活，一切都似乎格外的平静和缓慢，带着夏日特有的让人昏昏欲睡的叙述情绪...
﻿多情剑客无情剑(上、中、下),豆瓣图书标签: 古龙,古龙 / 海天出版社 / 1991-12-01 / 49.8,(17686人评价),《小李飞刀:多情剑客无情剑》一直被公认为古龙武侠作品的巅峰之作和最高成就。它不仅是一部阐明武学真谛的作品，还是一部写尽人间世态炎凉的人情历史画，更是一部触动...
欢乐英雄,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 28.00元,(13406人评价),成书于1971年。当时是古龙巅峰时期，是古龙个人最爱的作品。但因为小说与一般传统的武侠小说有着许多不同，叙述也是采用了散文化的笔法，因此在一些读者中间并未得...
小李飞刀1：多情剑客无情剑（上中下）,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-4-1 / 96.00元,(5028人评价),《小李飞刀:多情剑客无情剑》一直被公认为古龙武侠作品的巅峰之作和最高成就。它不仅是一部阐明武学真谛的作品，还是一部写尽人间世态炎凉的人情历史画，更是一部触动...
绝代双骄（全三册）,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 56.00元,(15522人评价),世家子弟江枫和移花宫的花月奴私奔，在路上诞下一对双胞胎，但江枫和花月奴却被移花宫主杀死。移花宫主为了报仇，决定把这对兄弟分开抚养，授以武功，等他们长大后自相...
陆小凤传奇,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 94.00元,(17309人评价),本书为新版古龙作品集绘图珍藏本之51-55，古龙为从1960年创作《苍穹神剑》始，一生共写了近70部武侠小说，在小说中，他直接地或者通过人物的口，肆无忌惮地...
楚留香传奇,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 100.00元,(14080人评价),“香帅系列”的作品，显然是古龙最意气风发时的作品，机智聪敏、正义凛然、风流潇洒的“盗帅楚留香”，无疑是古龙自身的写照(尽管过于美化了)，以风流侠盗为书中主角...
小李飞刀2：边城浪子（上下）,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-4-1 / 72.00元,(2055人评价),"自古以来的复仇之局得到了残忍又完美的破解！
年满十八的傅红雪，为了给父亲白天羽讨回公道而踏上了一条漫长的复仇之旅。仇恨，使他勤练武功；仇恨，使他忍受别人所不..."
边城浪子（上下）,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 32.00元,(8313人评价),《边城浪子(绘图珍藏本)(套装上下册)》为古龙作品集绘图珍藏本之57，增加了一些精彩绘图，读来更生动、更引人入胜。古龙小说最注重的是人性的体验，他常用细腻的...
三少爷的剑,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 20.00元,(9661人评价),《三少爷的剑》是古龙创作计划中“江湖人系列”的第一篇，可惜天不假年，作者的英年早逝也使得它成了该系列的惟一一篇。
陆小凤传奇3：决战前后,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-5-1 / 29.00元,(2148人评价),西门吹雪与叶孤城，这两位江湖上一等一的绝世高手，相约在紫禁之巅进行生死决斗。高手相争，必有一伤，两人都是陆小凤的挚友，他必须阻止这场决斗！但他不知道的是，在...
陆小凤传奇2：绣花大盗,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-5-1 / 26.00元,(2211人评价),把守严密、连陆小凤都无法突破的王府金库被人堂而皇之地侵入，将这些价值连城的宝物盗走的大盗，却是个绣着花的络腮胡大汉。在这背后究竟隐藏着怎样的阴谋？又包含着谁...
陆小凤传奇1：金鹏王朝,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-5-1 / 32.00元,(2637人评价),大金鹏王请求陆小凤向昔日的三个叛臣，也是当今江湖中最有权、最有钱和武功最高的三个人讨还血债。为了这不可能完成的任务，陆小凤只得请好友花满楼和剑神西门吹雪出手...
萧十一郎,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-4 / 36.00元,(1661人评价),《古龙文集:萧十一郎》是古龙经典代表作，也是古龙唯一先有剧本、后改为小说的一部奇书。台湾武侠小说评论家叶洪生甚至将《萧十一郎》抬高到古龙作品第一的位置，称赞...
小李飞刀3：九月鹰飞（上下）,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-4-1 / 59.00元,(1272人评价),江湖传言，曾经富可敌国的金钱帮，在帮主上官金虹去世之后，其财富和武功心法都收藏到了一个很秘密的地方。江湖上还说，世上知道藏宝地方的人只有上官金虹的女儿——上...
楚留香新传2：蝙蝠传奇,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-5 / 42.00元,(1405人评价),楚留香与胡铁花无意间看到华山掌门枯梅大师穿着俗服在江湖中走动，便想一探究竟。他们先后结识了金灵芝、华真真、原随云等人，并一步步踏上了寻找蝙蝠岛之路，也经历了...
七种武器（全三册）,豆瓣图书标签: 古龙,古龙 / 珠海出版社 / 2005-8 / 56.00元,(8848人评价),长生剑、孔雀翎、碧玉刀、多情环、离别钩、霸王枪、拳头七种非一般江湖武器，件件精妙绝伦。这七件武器在一个个大侠的手里，耍得出神入画。七件武器交织出七个精彩的武...
陆小凤传奇4：银钩赌坊,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-5-1 / 29.00元,(1784人评价),陆小凤被“银钩赌坊”的老板娘诱入圈套，被人诬陷杀了罗刹教主的儿子，为了洗清自己的嫌疑，他要到冰天雪地的拉哈苏，去寻找四个奇怪的女人……这场豪赌，究竟谁是庄家...
欢乐英雄（上下）,豆瓣图书标签: 古龙,古龙 / 河南文艺出版社 / 2013-7-1 / CNY 64.00,(1413人评价),脑子似乎少根筋的郭大路！有一肚子秘密的燕七！穷得一分钱都没 有，却仍然很好客的王动！第一次闯江湖的大少爷林太平！他们穷得要命，又慷慨得要命；他们不知道明天做...
﻿一個人住第5年,豆瓣图书标签: 高木直子,高木直子 / 洪俞君 / 大田 / 2004-12-1 / NT$220,(42759人评价),"一個人住了五年的過來人的日常生活。一個人的生活輕鬆也寂寞，卻又難割捨。
作者利用可愛的圖畫搭配生活化的文字描寫一個人住的生活點滴，只要你曾經一個人住過，一定..."
两个人的头两年,豆瓣图书标签: 高木直子,高木直子 / 锦小豆 / 百花洲文艺出版社 / 2018-9-1 / 38.00元,(3177人评价),★超级天后！高木直子以其幽默轻松的风格被誉为日本绘本天后，在亚马逊、当当等主流电商平台销售榜三甲常客；新华书店及主流书店重点码堆推荐；微博名人争相讨论，人气...
一个人住的每一天,豆瓣图书标签: 高木直子,（日）高木直子 / 顾峰峰、书中缘、书锦缘 / 辽宁科学技术出版社 / 2011-6-1 / 25.00元,(9568人评价),"日本绘本天后高木直子最新力作！
《尽情享受一个人的生活！》人气连载，集结成书，海量照片独家公开！
直子曾经男友首度曝光。直子居然也交过男朋友？？！面对比自己..."
一个人住第9年,豆瓣图书标签: 高木直子,高木直子 / 洪俞君 / 江西科学技术出版社 / 2010年04月 / 20.00元,(12269人评价),终于从小套房搬到两房公寓了，终于成为订报一族了，终于旧家电可以汰旧换新了，终于想吃想睡、想洗澡看电视，都可以随心所欲了……一样爱逛超市，抢购半价鲷鱼沙西米，...
肚子饿万岁,豆瓣图书标签: 高木直子,[日]高木直子 / 香冰 / 北京联合出版公司 / 2015-5-1 / CNY 39.90,(2221人评价),美食永远带着温度，是可以吃下去的爱！本书围绕着“肚子饿了最想吃的美食”这一话题展开，讲述了高木直子自己和身边的亲友关于美食的种种趣事。原来，高木直子从孩童时...
出发吧!和爸妈一起!,豆瓣图书标签: 高木直子,高木直子 / 香冰 / 浙江人民美术出版社 / 2015-12-20 / CNY 30.00,(861人评价),"编辑推荐
《出发吧！和爸妈一起！》延续高木直子一贯轻松温馨而又带着一丝感动的风格，将自己和父母之间的关系告诉给了大家。在这里，你不仅可以看到高木直子自己的生..."
一個人的第一次,豆瓣图书标签: 高木直子,高木直子 / 常純敏 / 大田 / 2006-5-24 / 新台币88元,(8352人评价),"每個人都有第一次，每天都有第一次，
記得你的第一次，寫給你的第一次……
爆笑溫馨版的第一次
暢銷圖文天后高木直子
送給正在發生第一次的你與回憶第一次的你!!..."
节日万岁！,豆瓣图书标签: 高木直子,[日]高木直子 / 香冰 / 北京联合出版公司 / 2017-3-31 / 49.9,(1549人评价),"百万粉丝期待的大惊喜！
独家惊喜1：直子夫妇甜蜜之旅初次曝光！
独家惊喜2：专为中国读者定制中文版签绘！
独家惊喜3：初次授权制作同主题书签！
感谢那些陪伴..."
150cm Life 2,豆瓣图书标签: 高木直子,高木直子 / 大田 / 2006年1月25日 / 新台币88元,(8316人评价),"依然只有150cm，
進入游泳池只敢停在130 公分處；
依然只有150cm,
開車椅背一定要保持90 度直角;
依然只有150cm，
看牙總被醫師師說：再..."
一个人住第几年？,豆瓣图书标签: 高木直子,[日]高木直子 / 香冰 / 百花洲文艺出版社 / 2016-9-1 / CNY 30.00,(1326人评价),"★超级天后！高木直子以其幽默轻松的风格被誉为日本绘本天后，人气席卷全中国。
★超级人气！《一个人》系列是高木直子的人气作，本书是时隔几年后的*新作，话题满满..."
一个人去跑步,豆瓣图书标签: 高木直子,高木直子 / 洪俞君 / 译林出版社 / 2011-8-1 / 28.00元,(3315人评价),"没有运动细胞的我，
参加球赛往往第一场就输得惨兮兮，
在健身房跳爵士舞节奏也完全跟不上拍子……
天天一个人在家工作，想休息就休息，
啊不行不行啦，还是要多多..."
一个人上东京,豆瓣图书标签: 高木直子,高木直子 / 常纯敏 / 北京联合出版公司 / 2013-7-1 / 28.00元,(893人评价),"高木直子首发十周年纪念，全新大开本高品质，精致星幻银白纸印制。高木直子十年陪伴，和你一起向梦想再走近一点。
离开家人和故乡，一个人来到繁华又陌生的大城市，这..."
媽媽的每一天: 高木直子手忙腳亂日記,豆瓣图书标签: 高木直子,高木直子 / 洪俞君、陳怡君 / 大田出版有限公司 / 2020-5-1 / NTD 320,(34人评价),"40歲媽媽的育兒生活，雖然辛苦卻很快樂！！
陪你再過一次童年
女兒身上的香味，
竟然有馬鈴薯，有炸薯條，有竹輪的味道！
常常被誤認小男孩的她，哭聲嗚哇，嗚哇..."
一个人的小繁华②,豆瓣图书标签: 高木直子,[日]高木直子  著绘 / 陈怡君 / 北京联合出版公司 / 2015-5 / 39.90元,(802人评价),"编辑推荐：
★全世界最暖心的治愈绘本天后高木直子力作《一个人的小繁华2》纪念在东京打拼的精彩而难忘的生活。
★没有工作、家人、金钱的东京生活。扛着梦想，握着..."
不靠谱的饭菜,豆瓣图书标签: 高木直子,高木直子 / 锦小豆 / 百花洲文艺出版社 / 2017-7-1 / CNY 35.00,(696人评价),"高木直子第30部作品温馨来袭！
首刷附送靠谱的冰箱贴！
本书图片精美，译文地道，是值得收藏的一部作品。延续高木老师一贯轻松温馨而又带着一丝感动的风格，将普通..."
一个人的美食跑跑跑·海外篇,豆瓣图书标签: 高木直子,高木直子 / 香冰 / 湖南美术出版社 / 2014-11-1 / CNY 30.00,(665人评价),因为常年的运动不足，高木直子把心一横，决心向马拉松发起挑战！一边奔跑于马拉松比赛中，一边享受着沿途美景美食，这次更是冲出亚洲，为大家展现世界各地独特的有趣马...
一个人的美食之旅2,豆瓣图书标签: 高木直子,高木直子 / 香冰 / 江西科学技术出版社 / 2012-9-1 / 28.00元,(1996人评价),"终于等来了——
日本超人气绘本小天后高木直子再度与中国读者会面
这次和大家一起继续之前的美食之旅~
烤骨碌肠?昆虫宴?安康鱼全鱼浓锅?毛巾拧汁萝卜乌冬?帽子..."
一個人上東京,豆瓣图书标签: 高木直子,高木直子 / 常純敏 / 大田出版 / 2005 / 新台币220元,(13528人评价),追求理想奮鬥記，卯足精神求生存，一邊擦乾淚水，一邊勇敢向前走！高木直子為了實現「我想去東京當插畫家」的夢想，一個人離開老家到大城市闖蕩，將初次面試的緊張心情...
150cm Life,豆瓣图书标签: 高木直子,高木直子 / 洪俞君 / 大田 / 2006-3-1 / 新台币200元,(7945人评价),身高過了15歲就一直停留在150公分的作者，覺得世界上的東西多半都大了點兒，和別人講話總是要抬起脖子、衣服袖子太長、拿高處東西總得踮起腳尖、走路總是不自覺的...
我和狗狗的16年,豆瓣图书标签: 高木直子,高木直子 / 黄悦生 / 北京联合出版社 / 2013-9-1 / CNY 28.00,(1559人评价),"小学五年级的时候，我在教室里遇到这只小狗。后来，它成了我家的毛毛。
初中二年级的时候，我立志当个插画家。我和毛毛约好，将来靠画画养活它，让它做只幸福的小狗。..."
﻿七夜雪,豆瓣图书标签: 沧月,沧月 / 北京十月文艺出版社 / 2006-10 / 25.00元,(32981人评价),鼎剑阁霍展白为救治昔日恋人之子沫儿的病，用七年的时间拼死取得了药王谷主人薛紫夜开给他的七味绝世药引，魔教大光明宫排位第一的神秘杀手瞳为了自己能杀死魔教教主获...
镜·双城,豆瓣图书标签: 沧月,沧月 / 天津人民出版社 / 2007-11 / 28.00元,(7549人评价),"《镜·双城》是镜系列长篇奇幻小说的第一部。
这是个美丽而神奇的传说。热情开朗的苗人少女那笙为躲避乱世，长途跋涉寻找梦想家园——云荒。然而云荒真的就是传说中的..."
护花铃,豆瓣图书标签: 沧月,沧月 / 新世界出版社 / 2005-1 / 19.80元,(12302人评价),"听雪江湖，那血薇夕影中的寂寞人生啊。
在十七岁到二十四岁那一段时间里，男女主人公挥霍着心里的那一点灼热、疼痛和不甘。不惜以一把双刃剑，自伤三分后再去伤人七分..."
朱颜,豆瓣图书标签: 沧月,沧月 / 长江出版社 / 2016-9 / 35.00,(748人评价),《朱颜》为千万级畅销书《镜》系列前传，讲述了空桑王朝赤之一族的郡主朱颜从逃婚事件伊始，她与身为九嶷山大神官的师父时影间的情感纠葛。空桑王朝的命运随着她命运的...
镜·龙战,豆瓣图书标签: 沧月,沧月 / 天津人民出版社 / 2007-11 / 28.00元,(7547人评价),"镜系列长篇奇幻小说的第三部。
鲛人与空桑人结盟后，为解开龙神封印，苏摩与白璎前往九嶷苍梧之渊会合，而冰人则派巫抵驾比翼鸟亲往九嶷山阻止，新的战斗一触即发。鸟..."
忘川 上,豆瓣图书标签: 沧月,沧月 / 北京联合出版公司 / 2014-11 / 32.80元,(1578人评价),君子之泽，五世而斩。人中龙凤去世三十年后，听雪楼三易其主，兴盛衰败，起起伏伏，到了第五代，局面已经变得尤其艰难。七大帮派秘密结盟，以“天道盟”为名，开始与听...
镜·破军,豆瓣图书标签: 沧月,沧月 / 世界知识出版社 / 2005-10 / 20.00元,(8262人评价),“破军为北斗第七星，传说每三百年，有一次猛烈的爆发，亮度超过皓月……”为了找回伽楼罗坠毁后遗失的如意珠，云焕和他的鲛人傀儡湘来到北方砂之国，云焕遇到已成敌人...
镜·双城,豆瓣图书标签: 沧月,沧月 / 世界知识出版社 / 2005-5 / 20.00元,(9305人评价),这是个美丽而神奇的传说。热情开朗的苗人少女那笙为躲避乱世，长途跋涉寻找梦想家园——云荒。然而云荒真的就是传说中的桃源仙境吗？伴随着她深入云荒的每一步，上演着...
镜（全6册）,豆瓣图书标签: 沧月,沧月 / 北京联合出版公司 / 2016-5 / 249.80元,(719人评价),"套装共6卷：《镜·双城》《镜·破军》《镜·龙战》《镜·辟天》《镜·神寂》《镜·织梦者》
“地之所载，六合之间，四海之内，有仙洲曰云荒。照之以日月，经之以星辰..."
镜·神寂,豆瓣图书标签: 沧月,沧月 / 天津人民出版社 / 2007-8 / 25.00元,(10354人评价),"镜系列长篇奇幻小说的第五部。
破军云焕将心和魔鬼作了交易，他最爱的人是否会归来？海皇苏摩前往哀塔进行了一场怎样骇人听闻的仪式，他和空桑皇太子妃定下的星魂血誓..."
镜·辟天,豆瓣图书标签: 沧月,沧月 / 天津人民出版社 / 2007-11 / 29.80元,(7312人评价),"镜系列长篇奇幻小说的第四部。
从星尊帝墓穴出来的海王苏摩和附着在璎身上的白薇皇后来到叶城，准备和破坏种展开一场殊死搏斗。而被冰族“十巫”下令贬入大牢，遭受醇..."
听雪楼系列典藏版（全三册）,豆瓣图书标签: 沧月,沧月 / 新世界出版社 / 2007-01 / 63.0,(5403人评价),"本套丛书包括《血薇》、《护花铃》、《荒原雪》三本。其以最华丽的文字，最贴近心灵的创作，让你恋上沧月的江湖……
听雪江湖，那雪薇夕影中的寂寞人生啊。在十七岁到..."
护花铃,豆瓣图书标签: 沧月,沧月 / 北方妇女儿童出版社 / 2011-1 / 29.80元,(902人评价),"十年踪迹 十年心 沧月出道十周年典藏纪念版
这是一座悲欢离合聚集的楼，是传奇和神话的巅峰。
生死相随、同去同归拜月教一战后，他们得到所有，也失去一切。
沧月..."
忘川 下,豆瓣图书标签: 沧月,沧月 / 北京联合出版公司 / 2014-11 / 32.80元,(1354人评价),君子之泽，五世而斩。人中龙凤去世三十年后，听雪楼三易其主，兴盛衰败，起起伏伏，到了第五代，局面已经变得尤其艰难。七大帮派秘密结盟，以“天道盟”为名，开始与听...
七夜雪,豆瓣图书标签: 沧月,沧月 / 时代文艺出版社 / 2011-9-22 / 29.80元,(1881人评价),"摩迦一族传说中的杀人妖瞳现世，药师谷年轻的主人薛紫夜在命运的轮盘下，选择了孤身一人奔赴魔界大光明宫。
而鼎剑阁霍展白，他并不知道，这个女子的救赎，换来的是一..."
镜·破军,豆瓣图书标签: 沧月,沧月 / 万卷出版公司 / 2008-11 / 25.00元,(909人评价),"（含《东风破》《神之右手》）
为了找回迦楼罗坠毁后遗失的如意珠，云焕和他的鲛人傀儡湘来到北方砂之国，可是湘却以慕湮来要挟。破军在一度黯淡后，霍然放出了更亮的..."
镜·破军,豆瓣图书标签: 沧月,沧月 / 天津人民出版社 / 2007-11 / 25.00元,(6187人评价),为了找回迦楼罗坠毁后遗失的如意珠，云焕和他的鲛人傀儡湘来到北方砂之国，可是湘却以慕湮来要挟。破军在一度黯淡后，突然放出了更亮的光芒！此曜入命者，杀戮无数，一...
帝都赋,豆瓣图书标签: 沧月,沧月 / 新世界出版社 / 2005-5 / 18.00元,(8833人评价),十四年了。从昆仑到敦煌，从西域到南疆，再从帝都到这里——多少聚散离合、枯荣起落如洪流般将所有一浪浪冲刷而去，浮华过眼，锦绣成灰，惟独剩下的，便是眼前这张纯净...
大漠荒颜,豆瓣图书标签: 沧月,沧月 / 新世界出版社 / 2005-5 / 18.00元,(8239人评价),命运，似乎没有给过他们两个半分的机会。情义自古难兼顾。自从有祁连山顶上面对着种种取舍，向敦煌方向迈出那一步后，他就再度失去了沙曼华——那是他在这个浮华冷漠的...
2012·末夜,豆瓣图书标签: 沧月,沧月 / 中国致公出版社 / 2011-12 / 29.80元,(719人评价),根据玛雅文明的记载，2012年12月21日将是世界末日。在所谓的“零日”里，一场大洪水淹没整个世界，一切人类文明都将彻底毁灭——那一日将是“永夜”，当黑暗降...
﻿文化苦旅,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2014-2 / 38.00元,(19758人评价),《文化苦旅》一书于1992年首次出版，是余秋雨先生1980年代在海内外讲学和考察途中写下的作品，是他的第一部文化散文集。全书主要包括两部分，一部分为历史、文...
文化苦旅,豆瓣图书标签: 余秋雨,余秋雨 / 东方出版中心 / 2001-4 / 22.00元,(78283人评价),《文化苦旅》是余秋雨的第一部散文合集，所收作品主要包括两部分，一部分是历史、文化散文，散点论述，探寻文化；另一部分是回忆散文。
借我一生,豆瓣图书标签: 余秋雨,余秋雨 / 作家出版社 / 2004-08 / 42.00元,(10717人评价),"编辑推荐：余秋雨先生说：　　「我历来不赞成处于创造过程中的艺术家太激动，但写《借我一生》这本书，常常泪流不止。」
无庸置疑，开创一代散文风尚的余秋雨，早已是..."
千年一叹,豆瓣图书标签: 余秋雨,余秋雨 / 长江文艺出版社 / 2012-11 / 35.00元,(1389人评价),《千年一叹》记录了余秋雨先生在2000年穿越数万公里考察伊斯兰文明遗迹的经历。行迹遍布希腊、埃及、以色列、巴勒斯坦、约旦、伊拉克、伊朗、巴基斯坦、尼泊尔等。...
山居笔记,豆瓣图书标签: 余秋雨,余秋雨 / 文汇出版社 / 2002-1 / 28.00,(14874人评价),《山居笔记》是余秋雨在1992年至1994年间，全身心地用两年多的时间创作成的，共十一篇文章。写作期间，作者辞去了学院的职务，不再上班；同时写作又与考察联在...
