title,tag,info,comments,content
皮肤的秘密,豆瓣图书标签: 科普,[德]耶尔•阿德勒 (Yael Adler)、[德]卡提雅•史匹哲 (Katja Spitzer )  绘 / 刘立 / 东方出版社 / 2019-2 / 59,(4170人评价),"*关于皮肤的17堂课！解读关于人体最大器官的一切！
*内附插图，双色印刷，俏皮生动
*
*德国《明镜周刊》畅销榜首
*亚马逊五星好评
*25国畅销的科学护肤..."
人类简史,豆瓣图书标签: 科普,[以] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版集团 / 2017-2-1 / 68.00元,(20717人评价),"【内容简介】
十万年前，地球上至少有六种不同的人，
但今日，世界舞台为什么只剩下我们自己？
从只能啃食虎狼吃剩残骨的猿人，到跃居食物链顶端的智人，
从雪维洞..."
枪炮、病菌与钢铁,豆瓣图书标签: 科普,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,(34209人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
仿制药的真相,豆瓣图书标签: 科普,[美] 凯瑟琳·埃班 / 高天羽 / 民主与建设出版社 / 2020-10 / 58,(102人评价),"仿制药是在品牌药专利到期之后，合法仿制出来的廉价版本。据称它的成分、效果与品牌药几乎一样。仿制药的广泛应用被誉为“21世纪公共卫生领域最伟大的进步”。
如今..."
哲学家们都干了些什么,豆瓣图书标签: 科普,林欣浩 / 北京联合出版公司 / 2015-4 / 52.00元,(16618人评价),"“哲学史写得这么浅白风趣八卦，你让我们哲学系的人还怎么混？！”
轰动豆瓣的奇葩之书，连续三年蝉联豆瓣电子阅读榜第一的神作
经作者全面修订后，2015年重新问..."
肠子的小心思,豆瓣图书标签: 科普,【德】朱莉娅·恩德斯 / 钱为 / 江苏凤凰科学技术出版社 / 2016-1 / 38.00元,(7152人评价),"【内容简介】
《肠子的小心思》是德国图书界的黑马，口嫌体正直的德国人，一面对粑粑说着“不要不要”，一面看得好污好欢乐。原来，德国人觉得理所当然的马桶竟是痔疮..."
云彩收集者手册,豆瓣图书标签: 科普,[英] 加文·普雷特-平尼 / 王燕平、张超 / 译林出版社 / 2018-3 / 45.00元,(4785人评价),"天空的美，云知道。
赏云协会官方出版物，北京天文馆馆长朱进作序推荐。
▼本书将帮您解锁以下新技能：
认识46种云彩和大气现象
知道何时需要带伞
在旅途中不打..."
自私的基因,豆瓣图书标签: 科普,[英]理查德·道金斯 / 卢允中、张岱云、陈复加、罗小舟 / 中信出版社 / 2012-9 / 68.00元,(13183人评价),《自私的基因》是20世纪最经典的著作，这版三十周年纪念版，在前版本基础上有两章增补和修订。我们从哪里来，又将到哪里去。生命有何意义，我们该如何认知自己？《自...
未来简史,豆瓣图书标签: 科普,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版集团 / 2017-2 / 68.00元,(43005人评价),进入21世纪后，曾经长期威胁人类生存、发展的瘟疫、饥荒和战争已经被攻克，智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。在解决这些新问题...
哥德尔、艾舍尔、巴赫,豆瓣图书标签: 科普,[美] 侯世达 / 严勇、刘皓明、莫大伟 / 商务印书馆 / 1997-5 / 88.00元,(6578人评价),集异璧－GEB，是数学家哥德尔、版画家艾舍尔、音乐家巴赫三个名字的前缀。《哥德尔、艾舍尔、巴赫书：集异璧之大成》是在英语世界中有极高评价的科普著作，曾获得普...
﻿浪潮之巅,豆瓣图书标签: 互联网,吴军 / 电子工业出版社 / 2011-8 / 55.00元,(27421人评价),"近一百多年来，总有一些公司很幸运地、有意识或无意识地站在技术革命的浪尖之上。在这十几年间，它们代表着科技的浪潮，直到下一波浪潮的来临。
从一百年前算起，AT..."
非线性成长,豆瓣图书标签: 互联网,黄有璨 / 电子工业出版社 / 2020-10-1 / 88,(205人评价),"本书是影响数百万人的新职业教育创业者、《运营之光》作者黄有璨关于职业发展、商业认知和个人成长的最新力作。
这本书最大的不同是其提出的个人成长底层逻辑和方法论..."
增长黑客,豆瓣图书标签: 互联网,Sean Ellis / 张溪梦 / 中信出版集团股份有限公司 / 2017-11-1 / CNY 59.00,(3171人评价),"脸谱网如何从默默无闻到坐拥二十几亿用户？
爱彼迎、优步何以在短短时间估值超过百亿美元？
领英怎样跨步成为全球领先的职业社交平台?
这些初创公司实现爆发式成长..."
数据分析思维,豆瓣图书标签: 互联网,猴子·数据分析学院 / 清华大学出版社 / 2020-11-1 / 99,(113人评价),数据分析不是某个固定的职位，而是人工智能时代的通用能力。你会看到各行业的招聘中都会要求应聘者具备数据分析能力。所以，具备数据分析能力可以极大地提升你在职场中...
复盘网飞,豆瓣图书标签: 互联网,[美]马克·伦道夫 / 尚书 / 中信出版集团 / 2020-3 / 69.00元,(187人评价),"这是我们这个时代具有戏剧性和洞察力的创业故事。
网飞 (Netflix) 是美国流媒体巨头，它与脸书 (Facebook)、亚马逊 (Amazon)、谷歌 ..."
失控,豆瓣图书标签: 互联网,[美] 凯文·凯利 / 东西文库 / 新星出版社 / 2010-12 / 88.00元,(15457人评价),"《失控》，全名为《失控：机器、社会与经济的新生物学》（Out of Control: The New Biology of Machines, Social..."
黑客与画家,豆瓣图书标签: 互联网,[美] Paul Graham / 阮一峰 / 人民邮电出版社 / 2011-4 / 49.00元,(19082人评价),本书是硅谷创业之父Paul Graham 的文集，主要介绍黑客即优秀程序员的爱好和动机，讨论黑客成长、黑客对世界的贡献以及编程语言和黑客工作方法等所有对计算...
上瘾,豆瓣图书标签: 互联网,[美] 尼尔·埃亚尔、[美] 瑞安·胡佛 / 钟莉婷、杨晓红 / 中信出版集团 / 2017-5 / 49.00元,(3374人评价),"——为什么我们会习惯性地点开某个App？
——这种使用习惯到底是如何养成的？
——为什么有些产品能让我们戒不掉，而其他的产品却不行？
——是否有什么秘诀能让..."
腾讯传,豆瓣图书标签: 互联网,吴晓波 / 浙江大学出版社 / 2017-1-1 / 58.00元,(14829人评价),"腾讯官方唯一授权的权威传记
著名财经作家吴晓波倾力之作
当市值最高的中国互联网公司，遇上中国财经界最冷静的一双眼睛
读懂腾讯，读懂中国互联网
.
内容简介
..."
史蒂夫·乔布斯传,豆瓣图书标签: 互联网,[美] 沃尔特·艾萨克森 / 管延圻、魏群、余倩、赵萌萌、汤崧 / 中信出版社 / 2011-10-24 / 68.00元,(49168人评价),这本乔布斯唯一授权的官方传记，在2011年上半年由美国出版商西蒙舒斯特对外发布出版消息以来，备受全球媒体和业界瞩目，这本书的全球出版日期最终确定为2011年...
启示录,豆瓣图书标签: 互联网,[美] Marty Cagan / 七印部落 / 华中科技大学出版社 / 2011-5 / 36.00元,(6969人评价),为什么市场上那么多软件产品无人问津，成功的产品凤毛麟角？怎样发掘有价值的产品？拿什么说服开发团队接受你的产品设计？如何将敏捷方法融入产品开发？过去二十多年，...
从0到1,豆瓣图书标签: 互联网,彼得·蒂尔、布莱克·马斯特斯 / 高玉芳 / 中信出版股份有限公司 / 2015-1-1 / CNY 45.00,(25215人评价),"图书简介：
http://v.youku.com/v_show/id_XOTA0NjcyMzE2.html?wm=3333_2001
硅谷创投教父、PayP..."
浪潮之巅（第四版）（上下册）,豆瓣图书标签: 互联网,吴军 / 人民邮电出版社 / 2019-6 / 139.00元,(683人评价),"这不只是一部科技产业发展历史集……
更是在这个智能时代，一部IT人非读不可，而非IT人也应该阅读的作品。
一个企业的发展与崛起，绝非只是空有领导强人即可达成..."
精益创业,豆瓣图书标签: 互联网,[美] 埃里克·莱斯 / 吴彤 / 中信出版社 / 2012-8 / 49.00元,(5154人评价),《精益创业:新创企业的成长思维》内容简介：我们正处在一个空前的全球创业兴盛时代，但无数创业公司都黯然收场，以失败告终。精益创业代表了一种不断形成创新的新方法...
数学之美,豆瓣图书标签: 互联网,吴军 / 人民邮电出版社 / 2012-5-1 / 45.00元,(11048人评价),几年前，“数学之美”系列文章原刊载于谷歌黑板报，获得上百万次点击，得到读者高度评价。读者说，读了“数学之美”，才发现大学时学的数学知识，比如马尔可夫链、矩阵...
智能时代,豆瓣图书标签: 互联网,吴军 / 中信出版集团 / 2016-8 / 68.00,(6182人评价),大数据和机器智能的出现，对我们的技术发展、商业和社会都会产生重大的影响。作者吴军在《智能时代：大数据与智能革命重新定义未来》中指出，首先，我们在过去认为非常...
奈飞文化手册,豆瓣图书标签: 互联网,[美] 帕蒂·麦考德 / 范珂 / 浙江教育出版社 / 2018-10 / 69,(4564人评价),一本对奈飞文化进行深入解读的力作。2009年，奈飞公开发布了一份介绍企业文化的PPT文件，在网上累计下载量超过1500万次，被Facebook的CFO谢丽尔...
浅薄,豆瓣图书标签: 互联网,[美] 尼古拉斯·卡尔 / 刘纯毅 / 中信出版社 / 2010-12 / 42.00元,(2580人评价),《浅薄：互联网如何毒化了我们的大脑》在我们跟计算机越来越密不可分的过程中，我们越来越多的人生体验通过电脑屏幕上闪烁摇曳、虚无缥缈的符号完成，最大的危险就是我...
俞军产品方法论,豆瓣图书标签: 互联网,俞军 / 中信出版集团 / 2019-12-1 / 65,(2044人评价),"【编辑推荐】
他曾是最励志的产品经理传奇，6年内，从一个不懂技术的普通用户，做到中国互联网第一个产品副总裁，几乎以一己之力开创了百度的产品经理黄金时代。他的..."
大数据时代,豆瓣图书标签: 互联网,[英] 维克托•迈尔•舍恩伯格（Viktor Mayer-Schönberger）、[英]肯尼思·库克耶 / 周涛 / 浙江人民出版社 / 2012-12 / 49.90元,(16706人评价),《大数据时代》是国外大数据研究的先河之作，本书作者维克托•迈尔•舍恩伯格被誉为“大数据商业应用第一人”，拥有在哈佛大学、牛津大学、耶鲁大学和新加坡国立大学等...
﻿时间的秩序,豆瓣图书标签: 科学,[意] 卡洛·罗韦利 / 杨光 / 湖南科学技术出版社 / 2019-6 / 56.00元,(11196人评价),为什么我们记得过去，而非未来？时间“流逝”意味着什么？是我们存在于时间之内，还是时间存在于我们之中？卡洛·罗韦利用诗意的文字，邀请我们思考这一亘古难题——时...
上帝掷骰子吗,豆瓣图书标签: 科学,曹天元 / 辽宁教育出版社 / 2006-1 / 32.00元,(24240人评价),《上帝掷骰子吗》这本书是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社...
时间简史,豆瓣图书标签: 科学,[英] 史蒂芬·霍金 / 许明贤、吴忠超 / 湖南科学技术出版社 / 2010-4 / 45.00元,(48745人评价),《时间简史》讲述是探索时间和空间核心秘密的故事，是关于宇宙本性的最前沿知识，包括我们的宇宙图像、空间和时间、膨胀的宇宙不确定性原理、基本粒子和自然的力、黑洞...
从一到无穷大,豆瓣图书标签: 科学,[美] G. 伽莫夫 / 暴永宁 译、吴伯泽 校 / 科学出版社 / 2002-11 / 29.00元,(10280人评价),《从一到无穷大：科学中的事实和臆测》是当今世界最有影响的科普经典名著之一，1970年代末由科学出版社引进出版后，曾在国内引起很大反响，直接影响了众多的科普工...
仿制药的真相,豆瓣图书标签: 科学,[美] 凯瑟琳·埃班 / 高天羽 / 民主与建设出版社 / 2020-10 / 58,(102人评价),"仿制药是在品牌药专利到期之后，合法仿制出来的廉价版本。据称它的成分、效果与品牌药几乎一样。仿制药的广泛应用被誉为“21世纪公共卫生领域最伟大的进步”。
如今..."
哥德尔、艾舍尔、巴赫,豆瓣图书标签: 科学,[美] 侯世达 / 严勇、刘皓明、莫大伟 / 商务印书馆 / 1997-5 / 88.00元,(6578人评价),集异璧－GEB，是数学家哥德尔、版画家艾舍尔、音乐家巴赫三个名字的前缀。《哥德尔、艾舍尔、巴赫书：集异璧之大成》是在英语世界中有极高评价的科普著作，曾获得普...
众病之王,豆瓣图书标签: 科学,[美] 悉达多·穆克吉 / 李虎 / 中信出版社 / 2013-2-4 / 42.00元,(8746人评价),《众病之王：癌症传》是一部饱含人文主义色彩的社科文化著作。作者悉达多•穆克吉历时六年，凭借翔实的历史资料、专业文献、媒体报道、患者专访等众多信息，向读者阐述...
世界观(原书第2版),豆瓣图书标签: 科学,[美]理查德·德威特 / 孙天 / 机械工业出版社 / 2018-11-15 / 99.00元,(2474人评价),"从地心说到三大定律的跃迁，是人类世界观的一次次脱胎换骨！
亚里士多德的世界观 以地球是宇宙中心为信条。
牛顿世界观 把动者恒动当作真理。
有没有可能我们现在..."
我的思想与观念 ：爱因斯坦自选集,豆瓣图书标签: 科学,[美] 爱因斯坦 / 张卜天 / 天津人民出版社 / 2020-10 / 58.00元,(51人评价),"一次与伟大灵魂的深度对话，一本书认识真实的爱因斯坦
★英语世界广为流传的爱因斯坦通俗著作集，畅销60余年
以1954年Ideas and Opinions为..."
从一到无穷大,豆瓣图书标签: 科学,[美] 乔治·伽莫夫 / 阳曦 / 天津人民出版社 / 2019-9 / 58.00元,(873人评价),"清华大学校长邱勇送给清华大学新生的入学礼物。中国近40年最具影响力的科普书之一。
◆当你翻开这本书，本书将带你：玩遍数字游戏，感受时间与空间组成的奇妙四维世..."
数学之美,豆瓣图书标签: 科学,吴军 / 人民邮电出版社 / 2012-5-1 / 45.00元,(11048人评价),几年前，“数学之美”系列文章原刊载于谷歌黑板报，获得上百万次点击，得到读者高度评价。读者说，读了“数学之美”，才发现大学时学的数学知识，比如马尔可夫链、矩阵...
别闹了，费曼先生,豆瓣图书标签: 科学,[美] 理查德·费曼 / 吴程远 / 生活·读书·新知三联书店 / 1997-12 / 22.00,(8909人评价),费曼得过诺贝尔奖，是现代最伟大的理论物理学家之一。但他同时也可能是历史上唯一被按摩院请去画裸体画、偷偷打开放着原子弹机密文件的保险箱，在巴西桑巴乐团担任鼓手...
上帝掷骰子吗？,豆瓣图书标签: 科学,曹天元 / 北京联合出版公司 / 2019-6-1 / 59.80元,(2212人评价),"本书回顾量子论从无到有发展的风云录，从18世纪开始，直到21世纪，一批科学巨人开始颠覆传统物理学大厦，为了宇宙的终极理论而战，大大改变了人类发展的历史。
再..."
科学革命的结构,豆瓣图书标签: 科学,[美]托马斯·库恩、[美]伊安·哈金 (导读) / 金吾伦、胡新和 / 北京大学出版社 / 2012-11 / 29.00元,(1651人评价),本书是20世纪学术史上最有影响的著作之一，是科学史与科学哲学研究的学者们不可不读的基本文献。它引导了科学哲学界的一场认识论的大变革，成为科学哲学史上一道重要...
七堂极简物理课,豆瓣图书标签: 科学,[意] 卡洛·罗韦利 / 文铮、陶慧慧 / 博集天卷 | 湖南科学技术出版社 / 2016-5 / 39.00元,(10425人评价),在本书中，意大利物理学家卡洛•罗韦利，用诗一般简洁优美的语言，向读者讲述了20世纪以来现代物理学的伟大理论发现。相对论、量子力学、宇宙的结构、空间的颗粒、时...
大图景,豆瓣图书标签: 科学,[美]肖恩·卡罗尔 / 方弦、ENT审校 / 湖南科学技术出版社 / 2019-12 / 89元,(322人评价),"作者用天文学、物理学、化学、生物学和哲学的丝线编织成一张宇宙大图景，让我们尝试一起思考世界的本质。
关于世界的运作方式，还有很多地方我们仍不了解，但我们有着..."
超越时空,豆瓣图书标签: 科学,"[美] 加来道雄（Kaku, M） / 刘玉玺、曹志良 / 上海科技教育出版社 / 2009-6 / 36.00元",(3953人评价),当代物理学中一些非常重要而又艰深的思想，往往因为难以形象浅显地解说而不易为公众了解。本书作者不畏艰辛，用很生动的方式向读者展示了现代物理前沿之一——超空间理...
这才是心理学（第11版）,豆瓣图书标签: 科学,[加拿大] 基思·斯坦诺维奇 / 窦东徽、刘肖岑 / 人民邮电出版社 / 2020-4-1 / 78.00元,(168人评价),在今天的大众媒体和图书市场上，到处充斥着关于潜能提升、心理操控、色彩星座、催眠读心等伪装成心理学的主题，更有一些伪心理学家、所谓的心理治疗师打着心理学的旗号...
生命是什么,豆瓣图书标签: 科学,埃尔温•薛定谔 / 罗来欧、罗辽复 / 湖南科学技术出版社 / 2007-4-1 / 19.00元,(3387人评价),科学，特别是自然科学，最重要的目标之一，就是追寻科学本身的原动力，或曰追寻其第一推动。同时，科学的这种追求精神本身，又成为社会发展和人类进步的一种最基本的推...
十问,豆瓣图书标签: 科学,[英]史蒂芬·霍金 / 吴忠超 / 湖南科学技术出版社 / 2019-3 / 68,(1471人评价),物理学家史蒂芬•霍金最后的著作《十问：霍金沉思录》，这本书涉及他对科学与社会所面临的大问题的思考，包括“人类是否会一直在地球上生存下去？（可能不会）”“时间...
﻿Python编程,豆瓣图书标签: 编程,[美] 埃里克·马瑟斯 / 袁国忠 / 人民邮电出版社 / 2016-7-1 / 89.00元,(3388人评价),本书是一本针对所有层次的Python 读者而作的Python 入门书。全书分两部分：第一部分介绍用Python 编程所必须了解的基本概念，包括matplot...
算法图解,豆瓣图书标签: 编程,[美] Aditya Bhargava / 袁国忠 / 人民邮电出版社 / 2017-3 / 49.00元,(1980人评价),本书示例丰富，图文并茂，以让人容易理解的方式阐释了算法，旨在帮助程序员在日常项目中更好地发挥算法的能量。书中的前三章将帮助你打下基础，带你学习二分查找、大O...
编码,豆瓣图书标签: 编程,[美] Charles Petzold / 左飞、薛佟佟 / 电子工业出版社 / 2010 / 55.00元,(3458人评价),本书讲述的是计算机工作原理。作者用丰富的想象和清晰的笔墨将看似繁杂的理论阐述得通俗易懂，你丝毫不会感到枯燥和生硬。更重要的是，你会因此而获得对计算机工作原理...
C++ Primer 中文版（第 5 版）,豆瓣图书标签: 编程,[美] Stanley B. Lippman、[美] Josée Lajoie、[美] Barbara E. Moo / 王刚、杨巨峰 / 电子工业出版社 / 2013-9-1 / CNY 128.00,(1878人评价),这本久负盛名的 C++经典教程，时隔八年之久，终迎来史无前例的重大升级。除令全球无数程序员从中受益，甚至为之迷醉的——C++ 大师 Stanley B. L...
黑客与画家,豆瓣图书标签: 编程,[美] Paul Graham / 阮一峰 / 人民邮电出版社 / 2011-4 / 49.00元,(19082人评价),本书是硅谷创业之父Paul Graham 的文集，主要介绍黑客即优秀程序员的爱好和动机，讨论黑客成长、黑客对世界的贡献以及编程语言和黑客工作方法等所有对计算...
计算机程序的构造和解释(原书第2版),豆瓣图书标签: 编程,Harold Abelson、Gerald Jay Sussman、Julie Sussman / 裘宗燕 / 机械工业出版社 / 2004-2 / 45.00元,(2408人评价),《计算机程序的构造和解释(原书第2版)》1984年出版，成型于美国麻省理工学院(MIT)多年使用的一本教材，1996年修订为第2版。在过去的二十多年里，《计...
流畅的Python,豆瓣图书标签: 编程,[巴西] Luciano Ramalho / 安道、吴珂 / 人民邮电出版社 / 2017-5-15 / 139元,(778人评价),"【技术大咖推荐】
“很荣幸担任这本优秀图书的技术审校。这本书能帮助很多中级Python程序员掌握这门语言，我也从中学到了相当多的知识！”——Alex Mar..."
代码大全（第2版）,豆瓣图书标签: 编程,[美] 史蒂夫·迈克康奈尔 / 金戈、汤凌、陈硕、张菲 译、裘宗燕 审校 / 电子工业出版社 / 2006-3 / 128.00元,(3904人评价),第2版的《代码大全》是著名IT畅销书作者史蒂夫·迈克康奈尔11年前的经典著作的全新演绎：第2版不是第一版的简单修订增补，而是完全进行了重写；增加了很多与时俱...
深入理解计算机系统（原书第2版）,豆瓣图书标签: 编程,（美）Randal E.Bryant、David O'Hallaron / 龚奕利、雷迎春 / 机械工业出版社 / 2011-1-1 / 99.00元,(2632人评价),本书从程序员的视角详细阐述计算机系统的本质概念，并展示这些概念如何实实在在地影响应用程序的正确性、性能和实用性。全书共12章，主要内容包括信息的表示和处理、...
程序员修炼之道(第2版),豆瓣图书标签: 编程,David Thomas、Andrew Hunt / 云风 / 电子工业出版社 / 2020-4-1 / 89.00元,(215人评价),《程序员修炼之道》之所以在全球范围内广泛传播，被一代代开发者奉为圭臬，盖因它可以创造出真正的价值：或编写出更好的软件，或探究出编程的本质，而所有收获均不依赖...
C程序设计语言,豆瓣图书标签: 编程,（美）Brian W. Kernighan、（美）Dennis M. Ritchie / 徐宝文、李志译、尤晋元审校 / 机械工业出版社 / 2004-1 / 30.00元,(4635人评价),在计算机发展的历史上，没有哪一种程序设计语言像C语言这样应用广泛。本书原著即为C语言的设计者之一Dennis M.Ritchie和著名计算机科学家Brian...
重构,豆瓣图书标签: 编程,Martin Fowler / 熊节 / 人民邮电出版社 / 2010 / 69.00元,(1930人评价),重构，一言以蔽之，就是在不改变外部行为的前提下，有条不紊地改善代码。多年前，正是本书原版的出版，使重构终于从编程高手们的小圈子走出，成为众多普通程序员日常开...
Python深度学习,豆瓣图书标签: 编程,[美] 弗朗索瓦•肖莱 / 张亮 / 人民邮电出版社 / 2018-8 / 119.00元,(665人评价),本书由Keras之父、现任Google人工智能研究员的弗朗索瓦•肖莱（François Chollet）执笔，详尽介绍了用Python和Keras进行深度学...
算法（第4版）,豆瓣图书标签: 编程,塞奇威克 (Robert Sedgewick)、韦恩 (Kevin Wayne) / 谢路云 / 人民邮电出版社 / 2012-10-1 / 99.00元,(1343人评价),"本书全面讲述算法和数据结构的必备知识，具有以下几大特色。
     算法领域的经典参考书
Sedgewick畅销著作的最新版，反映了经过几十年演化而成的算..."
数据密集型应用系统设计,豆瓣图书标签: 编程,Martin Kleppmann / 赵军平、李三平、吕云松、耿煜 / 中国电力出版社 / 2018-9-1 / 128,(557人评价),"全书分为三大部分：
第一部分，主要讨论有关增强数据密集型应用系统所需的若干基本原则。首先开篇第1章即瞄准目标：可靠性、可扩展性与可维护性，如何认识这些问题以..."
程序员的自我修养,豆瓣图书标签: 编程,俞甲子、石凡、潘爱民 / 电子工业出版社 / 2009-4 / 65.00,(2424人评价),这本书主要介绍系统软件的运行机制和原理，涉及在Windows和Linux两个系统平台上，一个应用程序在编译、链接和运行时刻所发生的各种事项，包括：代码指令是...
深入理解计算机系统（原书第3版）,豆瓣图书标签: 编程,Randal E.Bryant、David O'Hallaron / 龚奕利、贺莲 / 机械工业出版社 / 2016-11 / 139.00元,(1176人评价),"和第2版相比，本版内容上*大的变化是，从以IA32和x86-64为基础转变为完全以x86-64为基础。主要更新如下：
基于x86-64，大量地重写代码，首次..."
设计模式,豆瓣图书标签: 编程,[美] Erich Gamma、Richard Helm、Ralph Johnson、John Vlissides / 李英军、马晓星、蔡敏、刘建中 等 / 机械工业出版社 / 2000-9 / 35.00元,(2956人评价),这本书结合设计实作例从面向对象的设计中精选出23个设计模式，总结了面向对象设计中最有价值的经验，并且用简洁可复用的形式表达出来。书中分类描述了一组设计良好、...
Java编程思想 （第4版）,豆瓣图书标签: 编程,[美] Bruce Eckel / 陈昊鹏 / 机械工业出版社 / 2007-6 / 108.00元,(3878人评价),本书赢得了全球程序员的广泛赞誉，即使是最晦涩的概念，在Bruce Eckel的文字亲和力和小而直接的编程示例面前也会化解于无形。从Java的基础语法到最高级...
编程珠玑,豆瓣图书标签: 编程,Jon Bentley / 黄倩、钱丽艳 / 人民邮电出版社 / 2008-10 / 39.00元,(2107人评价),本书是计算机科学方面的经典名著。书的内容围绕程序设计人员面对的一系列实际问题展开。作者Jon Bentley 以其独有的洞察力和创造力，引导读者理解这些问题...
﻿About Face 4: 交互设计精髓,豆瓣图书标签: 交互设计,[美] 艾伦·库伯、[美] 罗伯特·莱曼、[美] 戴维·克罗宁、[美] 克里斯托弗·诺埃塞尔 / 倪卫国、刘松涛、杭敏、薛菲 / 电子工出版社 / 2015-10 / 118.00元,(817人评价),《About Face 4: 交互设计精髓》是《About Face 3：交互设计精髓》的升级版，此次升级把全书的结构重组优化，更加精练和易用；更新了一些适...
启示录,豆瓣图书标签: 交互设计,[美] Marty Cagan / 七印部落 / 华中科技大学出版社 / 2011-5 / 36.00元,(6969人评价),为什么市场上那么多软件产品无人问津，成功的产品凤毛麟角？怎样发掘有价值的产品？拿什么说服开发团队接受你的产品设计？如何将敏捷方法融入产品开发？过去二十多年，...
简约至上,豆瓣图书标签: 交互设计,[英] Giles Colborne / 李松峰、秦绪文 / 人民邮电出版社 / 2011-1-1 / 35.00,(5903人评价),追求简单易用是人类的本性，无论是互联网产品。还是移动应用。亦或其他交互式设计，简单易用始终都是赢得用户的关键。同时，简单易用的程度也与产品寿命的长短密切相关...
用户体验要素,豆瓣图书标签: 交互设计,Jesse James Garrett / 范晓燕 / 机械工业出版社 / 2011-7-1 / 39.00元,(3243人评价),《用户体验要素:以用户为中心的产品设计(原书第2版)》是AJAX之父Jesse James Garrett的经典之作。本书用简洁的语言系统化地诠释了设计、技...
设计心理学1,豆瓣图书标签: 交互设计,[美] 唐纳德·A·诺曼 / 小柯 / 中信出版社 / 2015-5-15 / 42.00元,(1475人评价),如果在旅馆里弄不清楚怎么开水龙头，或者面对不熟悉的炉灶或电灯开关时，即使再聪明的人也会手足无措。唐纳德•A•诺曼大胆地指出，不是你太笨，而是物品的设计没有考...
点石成金,豆瓣图书标签: 交互设计,[美] 史蒂夫·克鲁克 / De Dream' / 机械工业出版社 / 2006-8 / 39.00元,(6712人评价),可用性设计是Web设计中最重要也是最困难的一项任务。《点石成金》的作者根据自己多年从业的经验，剖析用户的心理，在用户使用的模式、为浏览进行设计、导航设计、主...
破茧成蝶,豆瓣图书标签: 交互设计,刘津、李月 / 人民邮电出版社 / 2014-7 / 69.00,(1720人评价),市面上已经有很多专业的用户体验书籍，但解决用户体验设计师在职场中遇到的众多现实问题的图书并不多见。本书从用户体验设计师的角度出发，系统地介绍了其职业生涯中的...
设计心理学,豆瓣图书标签: 交互设计,Donald Norman / 梅琼 / 中信出版社 / 2003-10-1 / 23.00,(3837人评价),设计心理学，ISBN：9787800739255，作者：（美）唐纳德·A.·诺曼（Donald A. Norman）著；梅琼译；梅琼译
关键设计报告,豆瓣图书标签: 交互设计,[美] 比尔·莫格里奇 / 许玉铃 / 中信出版社 / 2011-6 / 218.00元,(259人评价),《关键设计报告:改变过去影响未来的交互设计法则》讲述了交互设计所有最基本的东西：交互设计的发展历史和由来，交互设计领域里的关键人物，交互设计的基本原则和方法...
界面设计模式（第2版）,豆瓣图书标签: 交互设计,泰德维尔 (Jenifer Tidwell) / 蒋芳 / 电子工业出版社 / 2013-9-1 / CNY 119.00,(135人评价),"模式意味着重用。
好的模式建立在对人与事物的深刻认知之上。
本书开篇即总结了“与人有关”的各类问题，为读者提供了界面设计总体思路上的指引，帮助读者举一反三。..."
Don't Make Me Think,豆瓣图书标签: 交互设计,"Steve Krug / New Riders Press / 18 August, 2005 / $35.00",(1524人评价),"Five years and more than 100,000 copies after it was first published, it's har..."
认知与设计,豆瓣图书标签: 交互设计,Jeff Johnson / 张一宁、王军锋 / 人民邮电出版社 / 2014-8-1 / CNY 69.00,(450人评价),本书语言清晰明了，将设计准则与其核心的认知学和感知科学高度统一起来，使得设计准则更容易地在具体环境中得到应用。涵盖了交互计算机系统设计的方方面面，为交互系统...
交互设计：原理与方法,豆瓣图书标签: 交互设计,顾振宇 / 清华大学出版社 / 2016-11-1 / 88,(39人评价),传统设计的信条——“形式追随功能”，意味着设计师具备一种由内而外的设计思维方式，首先发现一种有用性，并确定内容或功能（机能），然后设计相适应的交互界面和形式...
认知与设计,豆瓣图书标签: 交互设计,Jeff Johnson / 张一宁 / 人民邮电出版社 / 2011-9-1 / 59.00元,(1560人评价),本书语言清晰明了，将设计准则与其核心的认知学和感知科学高度统一起来，使得设计准则更容易地在具体环境中得到应用。涵盖了交互计算机系统设计的方方面面，为交互系统...
用户体验的要素,豆瓣图书标签: 交互设计,Jesse James Garrett / 范晓燕 / 机械工业出版社 / 2007年10月 / 25.00,(4212人评价),"这不是一本关于“怎样做（How-to）”的书。有很多很多讨论如何建设网站的书，这本不是。
这不是一本关于技术的书。在这里你找不到一行代码。
这不是一本有答案..."
